帖子主页,发帖时间,回复人次,转发次数,点赞次数,展示次数,当前帖子内容,转发帖子的用户id,转发帖子的用户
https://x.com/wangzhian8848/status/1980452545660375147,2025-10-21T01:54:16.000Z,29,10,179,128K,前情提要：《金融时报》周日披露，特朗普在周五的白宫会议中，强烈敦促泽连斯基接受俄罗斯的战争结束条件，并警告如果不达成协议，俄罗斯总统普京将会“摧毁”乌克兰。,,
https://x.com/wangzhian8848/status/1980269253661208765,2025-10-20T13:45:56.000Z,45,6,83,137K,今晚话题：习近平电贺郑丽文当选，百年国民党还有救么？｜九二共识｜中国人｜赵少康｜郝龙斌｜苏贞昌｜王局拍案 20251020 https://youtu.be/GwMXsm0Hg5E?si=Q_XweaJhRYyx1X85… 来自 @YouTube,,
https://x.com/wangzhian8848/status/1980268865595863229,2025-10-20T13:44:23.000Z,132,27,254,334K,二十届四中全会召开，新华社发布重磅社评！文章回顾了“十四五”时期中国在经济总量、科技创新、绿色能源、社会保障、文化建设等方面取得的重大成就，并指出这些成绩根本在于以习近平同志为核心的党中央坚强领导，在于习近平新时代中国特色社会主义思想特别是习近平经济思想科学指引。,,
https://x.com/wangzhian8848/status/1980267470549369075,2025-10-20T13:38:51.000Z,41,2,90,92K,自民党与维新党今天签署联合执政协议书，宣告「自维联合政权」正式成立。维新党将在明天的首相指名选举中把票投给自民党总裁高市早苗，日本几乎笃定诞生史上第一位女首相。,,
https://x.com/wangzhian8848/status/1980243976054804950,2025-10-20T12:05:29.000Z,833,51,784,606K,日本经营管理签证收紧，我要是被驱逐，就考虑去美国了。美国言论比较自由。,,
https://x.com/wangzhian8848/status/1980238467981627661,2025-10-20T11:43:36.000Z,23,1,62,97K,再转一下,@wangzhian8848,王局志安
https://x.com/wangzhian8848/status/1980237282067247299,2025-10-20T11:38:53.000Z,247,28,344,187K,于北辰又出新典故，称东汉西汉，南宋北宋都成对方是伪政权。,,
https://x.com/wangzhian8848/status/1980149144217096360,2025-10-20T05:48:40.000Z,45,7,139,156K,中共二十届四中全会今天在北京开幕，军委副主席何卫东等九名上将，在四中前被开除党籍、军籍，中央军委领导层会否增补成员备受关注。据不完全统计，过去一年有十几名中央委员落马，按条例，中委出缺将由候补委员递补；换言之，四中全会料至少递补12名中委。,,
https://x.com/wangzhian8848/status/1980148995172536371,2025-10-20T05:48:04.000Z,176,13,313,308K,"新华社20日电：免去李成钢的中国常驻世界贸易组织代表、特命全权大使，专任国际贸易谈判代表(正部长级)兼副部长。
 美财长贝森特近日批评李成钢，指他在今年8月曾“不请自来”访问美国，且态度“非常无礼”“精神失常”“自以为是战狼”，还威胁若美国实施向中国船只收取港口费的计划，将引发“全球混乱”",,
https://x.com/wangzhian8848/status/1980148351158095966,2025-10-20T05:45:30.000Z,163,13,207,163K,【接受九二共识一中原则得到和平？赖清德：不可能的事】赖清德总统今天上午说：和平固然要有理想，但不能有幻想,,
https://x.com/wangzhian8848/status/1980148123487044040,2025-10-20T05:44:36.000Z,48,14,291,287K,中国近日宣布，何卫东上将及另外八名高级军官被开除军籍和党籍。美国前国家情报委员会东亚事务副主任马克·帕克·杨写道：习近平“愿意牺牲解放军的制度凝聚力和能力，这表明他仍不预期短期内爆发战争”。,,
https://x.com/wangzhian8848/status/1980085437378216205,2025-10-20T01:35:31.000Z,29,7,118,79K,"香港国际机场20日凌晨约3时50分发生一起事故。一架由阿联酋迪拜抵港的货机在降落期间冲出跑道坠入海中，其间一辆机场地勤车被撞，致两人坠海。最终，一人当场证实不治，另一人送医后身亡。
 视频画面显示，机身断裂，部分机身露在海面上，机尾部分坠进海中。",,
https://x.com/wangzhian8848/status/1980085074977870299,2025-10-20T01:34:04.000Z,40,8,110,93K,【法国卢浮宫博物馆周日遭抢劫，拿破仑及其皇后的9件珠宝收藏被盗】人数不详的一伙盗匪骑着摩托车，手持小型电锯，闯入卢浮宫，在抢走珠宝后逃离现场。,,
https://x.com/wangzhian8848/status/1980084783796633822,2025-10-20T01:32:55.000Z,431,34,309,236K,日本共同社19日报道，日本维新会的参议员石平于18日参拜了靖国神社，参拜后，他在接受共同社采访表示：“我立下誓言，要继承英灵的遗志，守护日本，因此前来参拜的。” 石平出生于中国，后取得日本国籍，并在今年7月的参议院选举中首次当选。,,
https://x.com/wangzhian8848/status/1980084393357279657,2025-10-20T01:31:22.000Z,79,168,1.1K,328K,"美英联手查获太子集团140亿美元比特币后，网友扒出两则旧闻：北京红十字基金会访问太子集团；
山西商务厅党组书记王宏晋一行，赴山西建投国际建设集团柬埔寨金边太子幸福广场项目调研指导。",,
https://x.com/wangzhian8848/status/1980084021133721889,2025-10-20T01:29:53.000Z,25,3,125,193K,"万能的推特，请问哪位台湾的朋友知道台湾作家蓝博洲的联系方式，我看了他的书，有几个细节想找他确认一下。有知道联系方式的，请私信或者邮件给我。

邮件地址：wangjuBGSH@gmail.com

感谢感谢",,
https://x.com/wangzhian8848/status/1979892076394471463,2025-10-19T12:47:10.000Z,76,7,188,183K,"蒋万安今天通过幕僚恭喜郑丽文当选：“郑主席任重道远，国民党要持续捍卫民众的权益、守护中华民国。”
  民进党立委吴思瑶声称，“郑丽文就是第二个洪秀柱”（亲大陆的国民党前主席）”",,
https://x.com/wangzhian8848/status/1979885410886336920,2025-10-19T12:20:41.000Z,128,29,333,272K,郑丽文近日在节目中表示：我当上国民党主席后，第一件事就是收拾民进党，我对此胸有成竹，因为我就是民进党出身的。民进党决定的都是一些假议题，例如：“中共同路人”以此在台湾制造撕裂和对立。而我们要建立新的议题，并且不能被民进党拖着走，不然国民党以后也要对对岸喊打喊杀了。两岸需要和平而不是,,
https://x.com/wangzhian8848/status/1979884949990941024,2025-10-19T12:18:51.000Z,87,40,260,201K,"【彭博社：中国出口繁荣无法阻止经济放缓】报道指出，中国本季度国内生产总值（GDP）同比增长4.7%，低于前三个月的5.2%。
 投资、工业产出、零售销售都趋弱（9月零售销售预计增长3%，工业产出增5%，均为年内最低）。
 固定资产投资继续放缓，房地产投资大幅下滑，制造业投资和地方政府支出疲软。",,
https://x.com/wangzhian8848/status/1979853432782753809,2025-10-19T10:13:36.000Z,109,10,264,161K,针对陆配的敌意，就是我说的，从反共到反华的逻辑转进。,@shangguanluan,上官亂
https://x.com/wangzhian8848/status/1979843306717921674,2025-10-19T09:33:22.000Z,99,54,530,555K,"港媒星岛日报：社交媒体流传前国务委员、外交部长秦刚近日公开亮相，与多人合影的照片。秦刚疑似参加第二十八届北京国际音乐节，身穿深色西装，系红色领带，与之前相比略胖。
 如果消息属实，这是秦刚「失踪」两年多之后首次亮相。资料显示，北京国际音乐节近日在天坛神乐署举行。",,
https://x.com/wangzhian8848/status/1979831605507277278,2025-10-19T08:46:52.000Z,83,28,316,313K,"解放军9高层被「双开」文革后军中最大整肃 外媒：暴露内部裂痕
 BBC指出，何卫东是自2017年，前重庆市委书记孙政才落马以来，首名在任内被查的政治局委员，也是自1967年贺龙被免职后首名遭解职的中央军委副主席，被认为是文革结束以来军中最大规模的整肃。",,
https://x.com/wangzhian8848/status/1979813535648715057,2025-10-19T07:35:04.000Z,115,16,324,170K,"新华社：习近平致电郑丽文当选国民党主席，指出多年来两党在坚持“九二共识”、反对“台独”共同政治基础上，推动两岸交流合作，致力维护台海和平稳定，增进两岸同胞亲情福祉，成效积极。

看起来大陆对郑丽文确实还挺认可的。",,
https://x.com/wangzhian8848/status/1979788414225719655,2025-10-19T05:55:15.000Z,179,47,611,322K,"美国50个州18日举行近3000场主题为“不要国王”的反特朗普示威
 朗普则发布了一段AI视频，视频中他头戴皇冠，驾驶战机向下方的抗议者投放粪便。",,
https://x.com/wangzhian8848/status/1979758528370995308,2025-10-19T03:56:29.000Z,54,13,166,101K,"10月18日9点多从杭州起飞的国航CA139航班，在飞行一段时间后降落在了浦东，因为“飞机在天上着火了”。有飞机上的乘客描述“突然砰的一声，就看到前面行李架火冒出来了，整个客舱都是烟。”据了解，起火原因为旅客行李内锂电池自燃。

估计当时客舱的乘客要吓死了。",,
https://x.com/wangzhian8848/status/1979755673606050265,2025-10-19T03:45:09.000Z,500,32,921,287K,"科学家的成就和人品关系不大，比如牛顿基本上就是个人渣，爱因斯坦也不咋地，但不妨碍他们是个伟大的科学家。

艺术家也差不多，比如李白在生活中基本就是个废物，也没啥能力，但诗确实写得好。

比如我，王局拍案做的好，但吃的确实不行，还整天说吃点儿好的。",,
https://x.com/wangzhian8848/status/1979754154856976581,2025-10-19T03:39:07.000Z,60,3,278,303K,那几期节目目前计划等王沪宁去世时放出来。,@seekwfyn,捅破
https://x.com/wangzhian8848/status/1979750216682307709,2025-10-19T03:23:28.000Z,93,13,127,165K,2021年梁文杰在节目中谈郑丽文。他说，他上台大的时候郑丽文来找他聊民进党未来发展路线，并对他说：我们外省人可以走自己的路，不要让人觉得我们外省人就一定是国民党集团的。梁文杰接着说，加入民进党还是退出民进党也好并不奇怪，但是基本上没有人会在意识形态上有180度的大转弯，她表示郑丽文欺骗,,
https://x.com/wangzhian8848/status/1979124405667070062,2025-10-17T09:56:43.000Z,179,46,500,415K,"中央军委副主席何卫东以及苗华等9人严重违纪违法被开除党籍。
官方通报中提到：“这9人严重违反党的纪律，涉嫌严重职务犯罪，数额特别巨大，性质极为严重，影响极其恶劣”
“对这9人的处分，再次表明了党中央、中央军委将反腐败斗争进行到底的坚定决心。”",,
https://x.com/wangzhian8848/status/1979740986382438514,2025-10-19T02:46:47.000Z,10,3,48,58K,"解放军报：对何卫东等人的深挖彻查....只要搞腐败就绝不姑息，没有免罪的“丹书铁卷”没“铁帽子王”
 何卫东等人的腐败问题是郭伯雄、徐才厚流毒的发酵变异。
 军队党员干部特别是高级干部要……勤掸“思想尘”、多思“贪欲害”、常破“心中贼”，严守思想防线、用权底线、法纪红线、家风界线",,
https://x.com/wangzhian8848/status/1979469285987938417,2025-10-18T08:47:09.000Z,68,4,135,190K,郝龙斌大势已去，郑丽文稳了。,@wangzhian8848,王局志安
https://x.com/wangzhian8848/status/1979461120693014566,2025-10-18T08:14:42.000Z,59,8,120,272K,国民党主席选举开票开始。我看好郑丽文当选。,,
https://x.com/wangzhian8848/status/1979440398713131248,2025-10-18T06:52:21.000Z,161,6,219,303K,杨振宁为什么当年回国被骂？,,
https://x.com/wangzhian8848/status/1979419323426050489,2025-10-18T05:28:37.000Z,344,21,539,690K,我刚发完这一条，杨振宁就去世了。,@wangzhian8848,王局志安
https://x.com/wangzhian8848/status/1979418322115662244,2025-10-18T05:24:38.000Z,88,5,134,171K,梧桐后民进党主席任人大副委员长，国民党主席任政协副主席。民进党享受达赖待遇，国民党享受二代班禅待遇，比大陆八个民主党派行政待遇更高，副国级。,@Guggenheim1988,EV_VE
https://x.com/wangzhian8848/status/1979397290885550324,2025-10-18T04:01:04.000Z,139,67,1.5K,1.2M,做的挺好,@ILoveMy_Emperor,每日颂圣
https://x.com/wangzhian8848/status/1979393847043219541,2025-10-18T03:47:23.000Z,80,5,212,101K,周末，吃点儿好的，台湾豆乳，胡椒饼。,,
https://x.com/wangzhian8848/status/1979384230556897483,2025-10-18T03:09:10.000Z,111,6,298,549K,肯定现场被夹走，习下王上。 https://x.com/wanggan108139//wanggan108139/status/1979367644991246823…,,
https://x.com/wangzhian8848/status/1979359343192740102,2025-10-18T01:30:16.000Z,117,14,373,160K,国民党现在最大的问题是失去了想重新执政的强烈的野心和信心，都安于当个立委，县市长。于是才有一帮小咖出来选党主席，有实力的当山头。这个党没啥前途，搞不好过几年被民众党蚕食，如果中共不武统的话。,,
https://x.com/wangzhian8848/status/1979168644740350119,2025-10-17T12:52:30.000Z,228,64,739,334K,"近日，有上海老师给邓飞发了张学生餐照片，照片显示餐盘里的排骨几乎没有肉，只有骨头。
邓飞表示：小学生吃骨头午餐，这是上海的耻辱，更是国家的耻辱。",,
https://x.com/wangzhian8848/status/1979143604472807833,2025-10-17T11:13:00.000Z,285,27,388,1.1M,网传杨振宁去世不实,,
https://x.com/wangzhian8848/status/1979092234726445452,2025-10-17T07:48:53.000Z,70,38,369,177K,近日，锡林浩特多个县市开展Y库血样采集，并且官方将其和护照身份证办理挂钩。清华法学教授劳东燕对此批评：在没有法律授权的情况下，当地相关部门集中采集所有男性的DNA明显涉嫌违法。如果只考虑安全，那么干脆给家家户户室内装上监控更有助于打击和预防犯罪，难道以后还要进一步采取这样的措施？更何,,
https://x.com/wangzhian8848/status/1979092045349425377,2025-10-17T07:48:08.000Z,36,23,206,142K,南华早报报道称，中国论文工厂正在利用人工智能大量生产虚假学术研究。报道指出，部分“论文工厂”利用生成式AI聊天机器人，每人每周可“产出”30篇以上学术论文。这些机构通过电商平台和社交媒体宣称提供“学术支持”或“论文编辑”服务，实则进行论文代写。,,
https://x.com/wangzhian8848/status/1979078121283567630,2025-10-17T06:52:48.000Z,40,3,76,198K,啥时候的事情？,@jianmang054A,李剑芒054
https://x.com/wangzhian8848/status/1979057936434364519,2025-10-17T05:32:35.000Z,89,14,206,227K,这把中共亏大了，如果自己下手，可以搞150亿美元。,@wangzhian8848,王局志安
https://x.com/wangzhian8848/status/1979057586763710669,2025-10-17T05:31:12.000Z,34,5,273,100K,日本前首相村山富市去世，享年101岁。村山在任期间，曾发表著名的村山谈话，正视承认侵略战争的历史，并表示深刻反省。,,
https://x.com/wangzhian8848/status/1979057248602329255,2025-10-17T05:29:51.000Z,62,19,137,318K,美国财政部日前宣布制裁柬埔寨太子集团及其董事长陈志，指控其涉及电信诈骗与洗钱，并要求法院没收其约12万枚比特币（约150亿美元）的犯罪所得。港媒《信报》评论质疑，被陈志团伙诈骗的受害者主要是中国人，为何其比特币财产却由美国而非中国政府没收，这算不算造成「国家资产流失」。,,
https://x.com/wangzhian8848/status/1979056947438719116,2025-10-17T05:28:40.000Z,49,10,88,110K,"据中国汽车工业协会本14日发布的数据，今年前九个月，中国出口新能源汽车175万8000辆，同比增长89.4%
 香颂资本执行董事沈萌分析：当前公布的数据主要强调出口量的高增长，却未透露汽车的平均售价和车企利润率。“一味压低价格带来的激增属于‘杀鸡取卵’，并不是一个产业的良性循环。”",,
https://x.com/wangzhian8848/status/1978986664338034714,2025-10-17T00:49:23.000Z,48,5,102,108K,【特朗普：我将和普京在匈牙利布达佩斯见面！】特朗普称他刚与普京进行了非常富有成效的电话会谈。普京祝贺他和美国在中东达成伟大的和平成就，称那是几世纪以来的梦想。特朗普则认为，这一成功将有助于推动俄乌战争的结束。特朗普还表示，双方同意下周一举行一次高级顾问会议，随后将会和普京在匈牙利,,
https://x.com/wangzhian8848/status/1978829008466043261,2025-10-16T14:22:55.000Z,78,6,175,181K,【王局为台湾发声】中国大陆先前预告将在10月25日前后举办「台湾光复80周年纪念活动」台陆委会今天重申，禁止中央、地方公职人员前往参加；呼吁政党、法人、人民团体、个人切勿前往与会。,,
https://x.com/wangzhian8848/status/1978828643154686255,2025-10-16T14:21:28.000Z,52,9,152,128K,中国外交部周四重申，被监禁的瑞典出版人桂民海是中国公民，并坚决反对任何国家、组织或个人以任何形式干涉中国司法主权。桂民海违反中国法律，案件由中方依法处理。,,
https://x.com/wangzhian8848/status/1978828609600336208,2025-10-16T14:21:20.000Z,9,1,44,69K,中国外交部周四重申，被监禁的瑞典出版人桂民海是中国公民，并坚决反对任何国家、组织或个人以任何形式干涉中国司法主权。桂民海违反中国法律，案件由中方依法处理。,,
https://x.com/wangzhian8848/status/1978828242376405328,2025-10-16T14:19:52.000Z,30,2,83,109K,【王局为台湾发声】10月9日，一名来自香港的女子和邱姓男子等人，在台北车站附近饮酒，等其他人陆续离开后，邱姓男子趁她不甚酒力，对其实施性侵。直到十分钟后，一名马来西亚外籍游客目睹后报警，警方随后将邱姓男当场逮捕。这名外籍游客称，嫌犯试图将一位女士抬起来，「一直很用力的把她往旁边移，,,
https://x.com/wangzhian8848/status/1978275505020297351,2025-10-15T01:43:29.000Z,211,10,311,251K,特朗普发文：我认为中国故意不买我们的大豆，并给我们的大豆种植户造成困难，这是一种经济敌对行为。作为报复，我们正在考虑终止与中国在食用油及其他贸易领域的业务往来。例如，我们可以轻松地自己生产食用油，不需要从中国购买。,,
https://x.com/wangzhian8848/status/1978827484062797824,2025-10-16T14:16:51.000Z,12,1,41,72K,特朗普不满中国暂停采购美国大豆，扬言停止采购中国食用油。央视旗下「玉渊谭天」发文称，中国去年出口到美国的食用油只有1000万美元，即使美方停止进口，也不会对中国食用油产业造成实质性冲击。反酸美方此举背后是「无计可施」。,,
https://x.com/wangzhian8848/status/1978826568362242134,2025-10-16T14:13:13.000Z,243,15,327,401K,我看很多人都在那说什么环保，喜马拉雅山环境很脆弱，是挺脆弱的，登珠峰的人五十年前拉的屎，遗弃的气瓶，帐篷还有尸体，遍布珠峰的攀登路线上，我也没看到他们说就不能登珠峰了。蔡国强这个海拔才5000米，环境自净能力比珠峰好太多了，行为的影响也比登珠峰小多了，为什么不去喷登珠峰的？而蔡国强处,@wangzhian8848,王局志安
https://x.com/wangzhian8848/status/1978812101809352735,2025-10-16T13:15:44.000Z,28,9,55,627K,"今晚话题：蔡国强喜马拉雅""升龙"" ，西藏一堆人落马，他到底是一位怎样的艺术家？｜始祖鸟｜江孜县｜现代艺术｜与外星人对话｜大脚印｜天梯｜王局拍案 20251016 https://youtu.be/7XoxLvQ2_Hs?si=hF7FHehjjit3a1IA… 来自 @YouTube",,
https://x.com/wangzhian8848/status/1978732877417472469,2025-10-16T08:00:55.000Z,134,23,248,148K,乌克兰《军事报》报道，北约一名高级官员在布鲁塞尔告诉记者：俄罗斯无人机及其他现代武器系统中约80% 的关键电子元件由中国制造。自2023年以来，中国已向俄罗斯提供超过200亿美元的生产设备、零部件及耗材，这些供应增强了俄罗斯生产坦克、装甲车和导弹的能力。,,
https://x.com/wangzhian8848/status/1978722572780061116,2025-10-16T07:19:58.000Z,69,40,247,150K,【微软和亚马逊云服务正加速将生产链移出中国】多名知情人士向《日经亚洲》透露，微软已要求多家供应商准备自明年起在中国境外生产其Surface笔电与数据中心服务器，包括关键零组件与组装环节。,,
https://x.com/wangzhian8848/status/1978722457486872997,2025-10-16T07:19:31.000Z,88,9,124,90K,"日本财务大臣加藤胜信15日表示，对中国近日宣布加强稀土出口管制“深感担忧”。他主张G7应团结一致，共同应对中国稀土出口的管制。
 加藤表示，七国集团团结固然必要，但也需谨慎行事。他表示：“如果我们的应对措施引发连锁报复，可能会对全球经济和市场产生负面影响。”",,
https://x.com/wangzhian8848/status/1978702949707821193,2025-10-16T06:02:00.000Z,89,17,247,120K,数十名驻五角的大楼记者集体交还通行证后离开，原因是他们拒绝签署防长赫格塞斯发布的新规。该规定要记者们求签署一份承诺书，承诺不报道未经美国国防部授权发布的信息。如果记者继续报道国家安全相关新闻、揭露机密内容，则可能因此被刑事起诉。,,
https://x.com/wangzhian8848/status/1978702320885018921,2025-10-16T05:59:30.000Z,243,30,367,172K,美国防部长赫格塞斯向俄罗斯下最后通牒：“现在是结束战争并来坐下来和平谈判的时候了，否则美国战争部随时准备以只有美国才能做到的方式来结束这场战争。”,,
https://x.com/wangzhian8848/status/1978702073878523938,2025-10-16T05:58:31.000Z,173,92,840,392K,"2025年10月16日，北京日报发表评论文章：拿没拿洋奖，都不是定义中国发展水平的指标。
文章认为，盛名之下，环绕诺奖的争议也从未停息。即便是其中公认相对客观的自然科学奖项，也绝非完美的“度量衡”。
2018年10月6日，北京日报发表评论文章：日本真正的可怕之处，18年里18人拿了诺贝尔奖！",,
https://x.com/wangzhian8848/status/1978630948112548198,2025-10-16T01:15:53.000Z,274,30,252,183K,"美国财长贝森特周三表示：“如果中国政府中的一些人想通过令人失望的行动和经济胁迫来减缓全球经济增长，那么中国经济将受到最严重的伤害——毫无疑问：这是中国与世界的对抗。”
  贝森特警告，如果中国想成为世界不可靠的伙伴，世界将不得不脱钩 「但我们不认为中国想要这样」",,
https://x.com/wangzhian8848/status/1978631179550314946,2025-10-16T01:16:49.000Z,32,8,66,57K,美国财长贝森特周三表示：一名级别较低的中国贸易官员(李成钢)曾威胁，若美国对中国船舶实施港口费用计划，中国将「造成全球混乱」。贝森特形容李成钢已经「精神失常」，并讽刺他可能认为自己是「战狼」,,
https://x.com/wangzhian8848/status/1978487441133908004,2025-10-15T15:45:39.000Z,262,13,279,331K,一胖毁所有。,@iPaulCanada,iPaul
https://x.com/wangzhian8848/status/1978465314300924130,2025-10-15T14:17:43.000Z,31,2,48,104K,我下载看看,@chinatransition,中国民主转型研究所(ICDT)
https://x.com/wangzhian8848/status/1978442393142653344,2025-10-15T12:46:38.000Z,26,7,88,96K,网红「馆长」今天下午前往新北地检署复讯约20分钟后，检方认涉犯刑法煽惑他人犯罪、恐吓危害安全罪，谕知新台币15万元交保。馆长表示，检察官人非常好，但有感受到民进党给检察官的压力。他十分不解，讲两句话就要走到交保的程序，刚在里面短暂被关了一下。陈之汉也说，因未限制出境，他仍会继续去中国,,
https://x.com/wangzhian8848/status/1978462602968920547,2025-10-15T14:06:57.000Z,15,4,48,50K,"叙利亚总统沙拉15日与俄罗斯总统普京会面，一名叙利亚政府官员在会谈前告诉法新社，“沙拉将要求俄罗斯总统交出所有犯有战争罪，且目前在俄罗斯境内的个人，其中最突出的是阿萨德。”
 俄罗斯外交部长拉夫罗夫本周证实，阿萨德仍居住在莫斯科。",,
https://x.com/wangzhian8848/status/1978442935281836497,2025-10-15T12:48:48.000Z,46,42,373,155K,叙利亚阿萨德政权为掩盖战争罪行，曾秘密展开代号为“移土行动”的行动，在2019年至2021年间，将大马士革附近库塔伊法大型万人坑中的尸体，悄悄运往沙漠城镇杜迈尔外的新埋葬地。,,
https://x.com/wangzhian8848/status/1978397197633978877,2025-10-15T09:47:03.000Z,116,16,217,230K,网红馆长日前直播时突喊斩首赖清德，被人举报涉嫌煽惑他人犯罪等罪。他今天赴刑事局到案说明。馆长表示，绿色恐怖针对在野、反对者，速度都超快，比独裁还独裁。他认为，多数案件都是在派出所或公安分局制作笔录，但他却被要求到警政署刑事局做笔录，「好大，我好怕」。,,
https://x.com/wangzhian8848/status/1978397073130299766,2025-10-15T09:46:33.000Z,105,34,424,380K,外界对比中朝双方官方报道，发现内容出现差异。《新华社》称金正恩强调「朝方坚定支持一个中国原则，坚决反对台独分裂行径及任何外部干涉，支持中方在涉港、涉疆、涉藏问题上的立场」。但朝鲜官媒《朝中社》的报道中，未提及「一个中国原则」及反对台独等表述。,,
https://x.com/wangzhian8848/status/1978383816810197309,2025-10-15T08:53:53.000Z,140,43,406,352K,"在与美国的贸易对峙中，中国认为自己找到了对方的致命弱点：美国总统特朗普对股市的执着。
 接近中方决策层的人士透露，中国领导人习近平押注，美国经济无法承受与中国经济之间旷日持久的贸易冲突。些知情人士说，中方之所以坚守强硬立场，是因为坚信不断升级的贸易战将导致市场暴跌。",,
https://x.com/wangzhian8848/status/1978372935187374179,2025-10-15T08:10:38.000Z,53,7,127,106K,"刚刚，官方通报蔡国强升龙烟花秀调查情况：

江孜县县委书记问责，违反草原法，对整个事件立案调查。始祖鸟负责赔偿。",,
https://x.com/wangzhian8848/status/1978368323642417627,2025-10-15T07:52:19.000Z,769,175,1.9K,1.8M,"网传一段疑似李强向金正恩告别的视频显示，金正恩将手插在口袋里，不断扭头跟下属说话，直到最后才朝着李强微微点了一下头。金正恩全程板着脸。当时李强双手下垂，就像是在等待金正恩“训话”。
李强乘车离开时，在车内向金正恩接连挥手告别，金正恩只是简单挥了一下手，便转身离去。",,
https://x.com/wangzhian8848/status/1978342094885589404,2025-10-15T06:08:05.000Z,107,27,252,156K,"WSJ：中国应对美国的策略：“师夷长技以制夷”以其人之道还治其人之身。
 多年来，美国一直在利用其在先进半导体领域的主导地位，来遏制中国领导层的科技雄心。如今，北京方面正在制定一项战略，与美国的策略出奇地相似，几乎是逐页照搬。",,
https://x.com/wangzhian8848/status/1978341935958864317,2025-10-15T06:07:28.000Z,26,5,73,46K,"14日晚，山东聊城茌平区。男子杜某酒后驾驶车辆，与多辆电动车相撞，造成8人死亡。知情人士透露，事发地点位于一所中学门口，事发时正值高中生放学回家。
 还有当地人称：“十点多高中生放学，地上躺的都是穿校服的，小孩很惨”",,
https://x.com/wangzhian8848/status/1978341490834161864,2025-10-15T06:05:41.000Z,152,40,342,147K,中共中央机关刊物《求是》发文称，有的经营主体对发展前景信心不足，还有不少人因社会保障等因素不敢消费，文章强调，进一步稳定市场预期，要提升经济宣传和舆论引导水平，舆论导向「正确」才能稳定预期，要全方位唱响中国经济光明论。,,
https://x.com/wangzhian8848/status/1978341374077370733,2025-10-15T06:05:14.000Z,58,11,116,127K,大陆国台办今天套用网络改编神曲《没出息》，批评台湾的优势产业本来应该“从从容容、游刃有余”，如今却是“慌慌张张、连滚带爬”。,,
https://x.com/wangzhian8848/status/1978293177326174479,2025-10-15T02:53:43.000Z,81,14,129,106K,特朗普今天在白宫向保守派政治网红柯克（Charlie Kirk）追授美国最高平民荣誉「总统自由奖章」，赞扬他是「为真理与自由殉道的烈士」。特朗普今天将「总统自由奖章」交给含泪的柯克遗孀艾瑞卡，并将柯克与苏格拉底、圣彼得、林肯相提并论。,,
https://x.com/wangzhian8848/status/1978292978600026128,2025-10-15T02:52:55.000Z,138,90,622,301K,美国司法部今天宣布，已掌握入籍英国与柬埔寨的中国诈骗首脑陈志150亿美元资产，将陈志担任董事长的太子集团列为跨国犯罪组织，并对他及多名相关个人与实体实施制裁。司法部指出，这是美国司法部史上规模最大的没收行动。,,
https://x.com/wangzhian8848/status/1978256448304849114,2025-10-15T00:27:46.000Z,177,23,307,166K,北约秘书长吕特13日明确表示：中国可能会在入侵台湾期间，向俄罗斯施压，迫使其攻击欧洲，让我们忙个不停。,,
https://x.com/wangzhian8848/status/1978256233615532298,2025-10-15T00:26:54.000Z,112,40,264,134K,华盛顿邮报：中国正在通过出口关键零部件，帮助俄罗斯在与乌克兰的战争中获得战场优势。虽然北京声称在俄乌冲突中保持“中立”，但中国对俄罗斯的出口数据显示，今年夏天中国向俄方出口用于制造战场无人机的关键组件——尤其是光纤电缆和锂离子电池——出现大幅增长。,,
https://x.com/wangzhian8848/status/1978255270070673554,2025-10-15T00:23:05.000Z,110,10,128,105K,民进党立委王义川11日开直播时警告观众不要听《没出息》：「那首歌不要听！那都是中国设计的整套剧本，专门要来统战、洗脑的！」抖音平台背后的资讯搜集风险不容小觑，民众只要点进去看影片、甚至注册会员，整支手机的东西都出去了，「还下载中国抖音，还加入会员，加一下、加一下，就完蛋了！」他认为,,
https://x.com/wangzhian8848/status/1978255053573239231,2025-10-15T00:22:13.000Z,155,41,292,167K,"彭博报导，欧盟考虑推行新措施，中国企业若想在欧盟境内营运，必须将技术转让给欧洲公司，这项措施旨在强化欧盟产业竞争力。
 知情人士指称，预计这些措施将于11月推出，技术上将适用于所有非欧盟企业，目标是防止中国制造业压垮欧洲产业。",,
https://x.com/wangzhian8848/status/1978112999744504038,2025-10-14T14:57:45.000Z,83,3,155,139K,有一说一，感觉这些躺平博主，吃的比我好。,@wangzhian8848,王局志安
https://x.com/wangzhian8848/status/1978069534465577255,2025-10-14T12:05:02.000Z,38,12,215,114K,继万科集团董事长辛杰被曝出失联后，今天第一财经从多个信源获悉，万科原总裁、CEO祝九胜已被采取刑事强制措施。,,
https://x.com/wangzhian8848/status/1978065804831629529,2025-10-14T11:50:13.000Z,39,7,101,287K,今晚话题：多个躺平’博主遭封号，盛世只许报喜不许忧？｜小A在上网｜网吧战神｜网吧少女小青｜三和大神｜清朗行动｜王局拍案 20251014 https://youtu.be/ORZO3W9VIpo?si=6rLamY8N4cno6vFr… 来自 @YouTube,,
